Id,SalePrice
1461,119603.85379296716
1462,159218.81979552447
1463,172150.37979093788
1464,192340.96822663269
1465,216458.0760284547
1466,188497.3307284977
1467,164383.02186699607
1468,180168.94868635212
1469,211645.19272411463
1470,101958.5971592092
1471,211658.08312043594
1472,124125.3496489973
1473,105522.54544737341
1474,166883.22322708252
1475,144178.83247340075
1476,332806.51697714266
1477,258190.98436070955
1478,291251.9230306122
1479,284938.4499789899
1480,388930.0461451126
1481,297858.0302996399
1482,238943.8965191493
1483,185412.93939274165
1484,193398.0640160112
1485,192385.8781944532
1486,216973.34490753373
1487,302008.0425923966
1488,270733.86294651334
1489,199470.55876439123
1490,208827.03581363044
1491,213027.7440214008
1492,104426.3497654756
1493,196748.57833875308
1494,286194.6534586211
1495,274475.90032046265
1496,226127.779382671
1497,201960.73963014665
1498,174906.91165006056
1499,174523.8759170121
1500,156852.26163552143
1501,175544.73200301034
1502,166865.5027856963
1503,277872.2302751709
1504,245822.78415131022
1505,219400.4330275152
1506,203900.15601340996
1507,243368.32362824248
1508,212611.96218421904
1509,166692.51075282798
1510,143832.67456488695
1511,142550.17717233603
1512,162297.6812487149
1513,179866.24188660306
1514,139674.1600820528
1515,212341.53602882766
1516,171137.56679740478
1517,157103.17120150488
1518,164047.231364207
1519,216643.91772087722
1520,122683.14291252766
1521,128856.87368530256
1522,192246.0559050783
1523,99130.20745900704
1524,114464.61655964109
1525,106689.86607605475
1526,119333.51615189458
1527,86102.2965681639
1528,130109.79351253761
1529,136378.25259535701
1530,193422.42515754374
1531,128618.43355566193
1532,90928.7683704386
1533,147854.57756361854
1534,130630.49285750615
1535,150633.8798715471
1536,111083.84202959645
1537,54355.352235543076
1538,177928.80273703486
1539,208603.7220575366
1540,150254.77604453533
1541,160140.54424001032
1542,141619.5485450141
1543,206722.8272303344
1544,62227.067837117356
1545,125111.82112167857
1546,149986.03834091756
1547,139118.5747867335
1548,141434.2692903668
1549,112699.22714551666
1550,134187.98056954786
1551,136360.65755336324
1552,141110.69434814458
1553,130045.4979685744
1554,120585.42958749935
1555,179248.25105273572
1556,100215.4508809381
1557,108691.49140844424
1558,105409.15507581446
1559,90522.48926512676
1560,151227.44881011674
1561,139438.76549405674
1562,104130.12262229249
1563,107028.36567376833
1564,166736.37805593584
1565,149527.5619165568
1566,237808.9906311899
1567,75080.59090054478
1568,207213.03707160824
1569,104864.15518934047
1570,137126.00941027596
1571,112390.80305927247
1572,121068.96024510427
1573,252425.1307293236
1574,141816.59382802935
1575,231733.31954012997
1576,231315.38785606017
1577,205561.74089310656
1578,137643.30552239844
1579,137345.81554979156
1580,218851.3115199766
1581,120813.95537854347
1582,114982.56852760667
1583,296160.9474897054
1584,238144.10639057693
1585,156093.2340689468
1586,34350.72693356138
1587,98615.41914964002
1588,131253.9802960807
1589,107426.93889160047
1590,145271.39341401588
1591,71283.14964273397
1592,125019.50177727884
1593,132926.5739142918
1594,121117.20867380116
1595,129549.09050244326
1596,223410.08728568326
1597,179091.22748210107
1598,198342.39178933238
1599,212154.83482668595
1600,215157.48870527116
1601,22120.809479865828
1602,126538.48442401353
1603,60241.317822219804
1604,252324.51928853372
1605,266813.78935899516
1606,174058.55292948114
1607,217920.22238631966
1608,222393.83138189395
1609,204534.52626976278
1610,148495.26062003174
1611,165555.06598890945
1612,175033.5880363508
1613,175467.04125872836
1614,121325.68324978661
1615,68594.51777133858
1616,68836.55525392061
1617,82509.65094868129
1618,103427.40687136562
1619,128836.12496527354
1620,205894.9220393165
1621,141190.65073350957
1622,121942.80086608941
1623,262297.7083145352
1624,209461.24770631082
1625,134068.00768841978
1626,180064.34572022746
1627,192773.46782763547
1628,278029.65841157094
1629,199934.2237771618
1630,334277.64038277266
1631,232964.23723082256
1632,253455.39313268336
1633,188153.3655176364
1634,192633.77602651797
1635,179638.5424480195
1636,171340.96493294218
1637,183870.7030037779
1638,222789.84216748353
1639,203191.11498083826
1640,261316.94711039716
1641,199499.24545917462
1642,227722.74059226725
1643,249146.7796169531
1644,244877.21893176145
1645,189019.13640038122
1646,162698.85062323732
1647,184496.2101253072
1648,149769.50833522575
